uuid,name,stateId,stateCode,stateName,countryId,countryCode,countryName,latitude,longitude,wikiDataId
56141,Ágasegyháza,1048,BK,Bács-Kiskun,99,HU,Hungary,46.84025,19.45208,Q597231
55180,Akasztó,1048,BK,Bács-Kiskun,99,HU,Hungary,46.69167,19.20423,Q555288
55191,Apostag,1048,BK,Bács-Kiskun,99,HU,Hungary,46.88208,18.9621,Q516344
55287,Bácsalmás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.12648,19.3326,Q260522
55288,Bácsalmási Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.10167,19.33063,Q852582
55289,Bácsbokod,1048,BK,Bács-Kiskun,99,HU,Hungary,46.125,19.15621,Q852588
55203,Baja,1048,BK,Bács-Kiskun,99,HU,Hungary,46.18299,18.95307,Q203344
55204,Bajai Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.14507,19.01359,Q788679
55225,Ballószög,1048,BK,Bács-Kiskun,99,HU,Hungary,46.86216,19.57092,Q789508
55295,Bátya,1048,BK,Bács-Kiskun,99,HU,Hungary,46.488,18.95419,Q603829
55283,Bugac,1048,BK,Bács-Kiskun,99,HU,Hungary,46.68704,19.68074,Q384362
55347,Császártöltés,1048,BK,Bács-Kiskun,99,HU,Hungary,46.42194,19.18361,Q373905
55348,Csávoly,1048,BK,Bács-Kiskun,99,HU,Hungary,46.18917,19.14667,Q875575
55331,Csengőd,1048,BK,Bács-Kiskun,99,HU,Hungary,46.71543,19.26802,Q871659
55386,Dávod,1048,BK,Bács-Kiskun,99,HU,Hungary,45.995,18.91722,Q595231
55377,Dunapataj,1048,BK,Bács-Kiskun,99,HU,Hungary,46.644,18.99632,Q911434
55381,Dunavecse,1048,BK,Bács-Kiskun,99,HU,Hungary,46.91478,18.97127,Q613187
55383,Dusnok,1048,BK,Bács-Kiskun,99,HU,Hungary,46.39085,18.96296,Q911773
56147,Érsekcsanád,1048,BK,Bács-Kiskun,99,HU,Hungary,46.25352,18.98457,Q645142
55424,Felsőszentiván,1048,BK,Bács-Kiskun,99,HU,Hungary,46.19713,19.18686,Q289274
55439,Fülöpjakab,1048,BK,Bács-Kiskun,99,HU,Hungary,46.74221,19.72132,Q1006578
55440,Fülöpszállás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.82075,19.23748,Q1006094
55446,Gara,1048,BK,Bács-Kiskun,99,HU,Hungary,46.03194,19.04278,Q1008106
55493,Hajós,1048,BK,Bács-Kiskun,99,HU,Hungary,46.39861,19.12056,Q933411
55499,Harta,1048,BK,Bács-Kiskun,99,HU,Hungary,46.69758,19.0311,Q646203
55504,Helvécia,1048,BK,Bács-Kiskun,99,HU,Hungary,46.83661,19.62251,Q1035210
55505,Hercegszántó,1048,BK,Bács-Kiskun,99,HU,Hungary,45.95,18.93917,Q205462
55531,Izsák,1048,BK,Bács-Kiskun,99,HU,Hungary,46.80454,19.35172,Q627878
55535,Jánoshalma,1048,BK,Bács-Kiskun,99,HU,Hungary,46.29861,19.32583,Q549427
55536,Jánoshalmai Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.28283,19.31742,Q1070352
55552,Jászszentlászló,1048,BK,Bács-Kiskun,99,HU,Hungary,46.56685,19.76065,Q782069
55558,Kalocsa,1048,BK,Bács-Kiskun,99,HU,Hungary,46.52981,18.97283,Q679249
55559,Kalocsai Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.55646,19.04211,Q912473
55574,Katymár,1048,BK,Bács-Kiskun,99,HU,Hungary,46.03398,19.20935,Q387290
55578,Kecel,1048,BK,Bács-Kiskun,99,HU,Hungary,46.52528,19.25194,Q855008
55579,Kecskemét,1048,BK,Bács-Kiskun,99,HU,Hungary,46.90618,19.69128,Q171357
55580,Kecskeméti Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.88283,19.58701,Q1070345
55581,Kelebia,1048,BK,Bács-Kiskun,99,HU,Hungary,46.1968,19.61659,Q914507
55587,Kerekegyháza,1048,BK,Bács-Kiskun,99,HU,Hungary,46.93722,19.47806,Q854977
55602,Kiskőrös,1048,BK,Bács-Kiskun,99,HU,Hungary,46.62139,19.28528,Q646850
55603,Kiskőrösi Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.63309,19.33726,Q1070417
55594,Kiskunfélegyháza,1048,BK,Bács-Kiskun,99,HU,Hungary,46.71213,19.84458,Q478038
55595,Kiskunfélegyházi Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.65721,19.77006,Q692204
55596,Kiskunhalas,1048,BK,Bács-Kiskun,99,HU,Hungary,46.43402,19.48479,Q329775
55597,Kiskunhalasi Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.35832,19.53067,Q594485
55599,Kiskunmajsa,1048,BK,Bács-Kiskun,99,HU,Hungary,46.49028,19.74,Q629471
55600,Kiskunmajsai Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.49608,19.72316,Q1070041
55608,Kisszállás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.28009,19.48954,Q589975
55626,Kunfehértó,1048,BK,Bács-Kiskun,99,HU,Hungary,46.36091,19.41454,Q933764
55630,Kunszentmiklós,1048,BK,Bács-Kiskun,99,HU,Hungary,47.02699,19.12575,Q843018
55631,Kunszentmiklósi Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.9481,19.15563,Q1121984
55654,Lajosmizse,1048,BK,Bács-Kiskun,99,HU,Hungary,47.02133,19.56171,Q843025
55655,Lakitelek,1048,BK,Bács-Kiskun,99,HU,Hungary,46.87601,19.99504,Q277798
55672,Madaras,1048,BK,Bács-Kiskun,99,HU,Hungary,46.0587,19.26121,Q1091456
55731,Mélykút,1048,BK,Bács-Kiskun,99,HU,Hungary,46.21509,19.38102,Q977027
55741,Nagybaracska,1048,BK,Bács-Kiskun,99,HU,Hungary,46.04248,18.9059,Q513824
55765,Nemesnádudvar,1048,BK,Bács-Kiskun,99,HU,Hungary,46.34051,19.05115,Q934974
55768,Nyárlőrinc,1048,BK,Bács-Kiskun,99,HU,Hungary,46.86017,19.87836,Q1051493
55799,Orgovány,1048,BK,Bács-Kiskun,99,HU,Hungary,46.75087,19.47259,Q1051888
55840,Pálmonostora,1048,BK,Bács-Kiskun,99,HU,Hungary,46.62417,19.95156,Q247862
55903,Solt,1048,BK,Bács-Kiskun,99,HU,Hungary,46.80101,19.00098,Q855073
55904,Soltvadkert,1048,BK,Bács-Kiskun,99,HU,Hungary,46.57889,19.39389,Q854987
55997,Sükösd,1048,BK,Bács-Kiskun,99,HU,Hungary,46.28181,18.99524,Q221288
55913,Szabadszállás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.87575,19.22324,Q855001
55917,Szalkszentmárton,1048,BK,Bács-Kiskun,99,HU,Hungary,46.97565,19.01178,Q1063925
55919,Szank,1048,BK,Bács-Kiskun,99,HU,Hungary,46.55713,19.66103,Q144121
55942,Szentkirály,1048,BK,Bács-Kiskun,99,HU,Hungary,46.91892,19.91846,Q1076071
56016,Tass,1048,BK,Bács-Kiskun,99,HU,Hungary,47.02095,19.02988,Q651978
56072,Tázlár,1048,BK,Bács-Kiskun,99,HU,Hungary,46.54824,19.51436,Q1063907
56021,Tiszaalpár,1048,BK,Bács-Kiskun,99,HU,Hungary,46.81279,19.99841,Q914786
56035,Tiszakécske,1048,BK,Bács-Kiskun,99,HU,Hungary,46.93261,20.10349,Q841603
56036,Tiszakécskei Járás,1048,BK,Bács-Kiskun,99,HU,Hungary,46.86013,19.97298,Q14427041
56055,Tompa,1048,BK,Bács-Kiskun,99,HU,Hungary,46.20605,19.5391,Q222782
56111,Városföld,1048,BK,Bács-Kiskun,99,HU,Hungary,46.81674,19.75668,Q951375
56091,Vaskút,1048,BK,Bács-Kiskun,99,HU,Hungary,46.10782,18.98514,Q914528
55238,Beremend,1055,BA,Baranya,99,HU,Hungary,45.79108,18.43263,Q793343
55304,Bóly,1055,BA,Baranya,99,HU,Hungary,45.96722,18.51833,Q284480
55305,Bólyi Járás,1055,BA,Baranya,99,HU,Hungary,45.98075,18.48449,Q854943
55310,Bükkösd,1055,BA,Baranya,99,HU,Hungary,46.10751,17.9882,Q731304
55378,Dunaszekcső,1055,BA,Baranya,99,HU,Hungary,46.0874,18.7587,Q659869
55497,Harkány,1055,BA,Baranya,99,HU,Hungary,45.85002,18.23668,Q842984
55502,Hegyháti Járás,1055,BA,Baranya,99,HU,Hungary,46.27247,18.13758,Q3031288
55512,Hidas,1055,BA,Baranya,99,HU,Hungary,46.2568,18.4954,Q1036139
55516,Hosszúhetény,1055,BA,Baranya,99,HU,Hungary,46.16414,18.35077,Q749947
55618,Komló,1055,BA,Baranya,99,HU,Hungary,46.19278,18.26494,Q430207
55619,Komlói Járás,1055,BA,Baranya,99,HU,Hungary,46.22019,18.2862,Q1070048
55625,Kozármisleny,1055,BA,Baranya,99,HU,Hungary,46.02967,18.2921,Q941032
55667,Lánycsók,1055,BA,Baranya,99,HU,Hungary,46.00543,18.62526,Q1075484
55719,Mágocs,1055,BA,Baranya,99,HU,Hungary,46.34998,18.2324,Q584114
55684,Mecseknádasd,1055,BA,Baranya,99,HU,Hungary,46.22468,18.47076,Q930968
55708,Mohács,1055,BA,Baranya,99,HU,Hungary,45.9902,18.68621,Q320798
55709,Mohácsi Járás,1055,BA,Baranya,99,HU,Hungary,46.02004,18.68,Q948656
55850,Pécs,1055,BA,Baranya,99,HU,Hungary,46.08333,18.23333,Q45779
55851,Pécsi Járás,1055,BA,Baranya,99,HU,Hungary,46.0799,18.25253,Q594019
55852,Pécsvárad,1055,BA,Baranya,99,HU,Hungary,46.16033,18.42321,Q842996
55853,Pécsváradi Járás,1055,BA,Baranya,99,HU,Hungary,46.16782,18.45456,Q615758
55812,Pellérd,1055,BA,Baranya,99,HU,Hungary,46.03438,18.15403,Q1074853
55993,Sásd,1055,BA,Baranya,99,HU,Hungary,46.2552,18.10776,Q1185440
55894,Sellye,1055,BA,Baranya,99,HU,Hungary,45.87247,17.84711,Q842971
55895,Sellyei Járás,1055,BA,Baranya,99,HU,Hungary,45.86955,17.89827,Q1070194
55897,Siklós,1055,BA,Baranya,99,HU,Hungary,45.85499,18.29752,Q728438
55898,Siklósi Járás,1055,BA,Baranya,99,HU,Hungary,45.84981,18.31052,Q667734
55970,Szászvár,1055,BA,Baranya,99,HU,Hungary,46.27673,18.37566,Q430096
55944,Szentlőrinc,1055,BA,Baranya,99,HU,Hungary,46.04016,17.98719,Q578343
55945,Szentlőrinci Járás,1055,BA,Baranya,99,HU,Hungary,46.04694,18.01528,Q923858
55954,Szigetvár,1055,BA,Baranya,99,HU,Hungary,46.04865,17.80554,Q373542
55955,Szigetvári Járás,1055,BA,Baranya,99,HU,Hungary,46.07336,17.80391,Q1070189
56089,Vajszló,1055,BA,Baranya,99,HU,Hungary,45.85957,17.98406,Q543396
56102,Villány,1055,BA,Baranya,99,HU,Hungary,45.86889,18.45389,Q657642
55233,Battonya,1060,BE,Békés,99,HU,Hungary,46.28333,21.01667,Q791458
55296,Békés,1060,BE,Békés,99,HU,Hungary,46.76667,21.13333,Q740810
55297,Békéscsaba,1060,BE,Békés,99,HU,Hungary,46.68333,21.1,Q178878
55298,Békéscsabai Járás,1060,BE,Békés,99,HU,Hungary,46.68133,21.07413,Q378295
55299,Békési Járás,1060,BE,Békés,99,HU,Hungary,46.83317,21.1,Q14301653
55301,Békéssámson,1060,BE,Békés,99,HU,Hungary,46.41667,20.63333,Q854197
55300,Békésszentandrás,1060,BE,Békés,99,HU,Hungary,46.86667,20.48333,Q854189
55259,Bucsa,1060,BE,Békés,99,HU,Hungary,47.2,21,Q850699
55325,Csanádapáca,1060,BE,Békés,99,HU,Hungary,46.55,20.88333,Q240047
55342,Csorvás,1060,BE,Békés,99,HU,Hungary,46.63333,20.83333,Q677698
55389,Dévaványa,1060,BE,Békés,99,HU,Hungary,47.03333,20.96667,Q583620
55364,Doboz,1060,BE,Békés,99,HU,Hungary,46.73333,21.25,Q907228
55366,Dombegyház,1060,BE,Békés,99,HU,Hungary,46.33333,21.13333,Q908113
55402,Elek,1060,BE,Békés,99,HU,Hungary,46.53333,21.25,Q911667
55443,Füzesgyarmat,1060,BE,Békés,99,HU,Hungary,47.1,21.21667,Q286225
55470,Gádoros,1060,BE,Békés,99,HU,Hungary,46.66667,20.6,Q1030980
55451,Gyomaendrőd,1060,BE,Békés,99,HU,Hungary,46.93333,20.83333,Q732300
55452,Gyomaendrődi Járás,1060,BE,Békés,99,HU,Hungary,46.98216,20.84851,Q14301659
55453,Gyula,1060,BE,Békés,99,HU,Hungary,46.65,21.28333,Q214938
55455,Gyulai Járás,1060,BE,Békés,99,HU,Hungary,46.58626,21.22454,Q14629767
55573,Kaszaper,1060,BE,Békés,99,HU,Hungary,46.46667,20.83333,Q924532
55642,Kétegyháza,1060,BE,Békés,99,HU,Hungary,46.53333,21.18333,Q654192
55591,Kevermes,1060,BE,Békés,99,HU,Hungary,46.41667,21.18333,Q926132
55622,Kondoros,1060,BE,Békés,99,HU,Hungary,46.76667,20.8,Q1090008
55649,Körösladány,1060,BE,Békés,99,HU,Hungary,46.96667,21.08333,Q911620
55650,Köröstarcsa,1060,BE,Békés,99,HU,Hungary,46.88333,21.03333,Q1075945
55634,Kunágota,1060,BE,Békés,99,HU,Hungary,46.43333,21.05,Q1076687
55670,Lőkösháza,1060,BE,Békés,99,HU,Hungary,46.43333,21.23333,Q948356
55675,Magyarbánhegyes,1060,BE,Békés,99,HU,Hungary,46.45,20.96667,Q773272
55685,Medgyesegyháza,1060,BE,Békés,99,HU,Hungary,46.5,21.03333,Q609257
55730,Méhkerék,1060,BE,Békés,99,HU,Hungary,46.78333,21.45,Q1075840
55688,Mezőberény,1060,BE,Békés,99,HU,Hungary,46.81667,21.03333,Q842961
55692,Mezőhegyes,1060,BE,Békés,99,HU,Hungary,46.31667,20.81667,Q509923
55694,Mezőkovácsháza,1060,BE,Békés,99,HU,Hungary,46.4,20.91667,Q855032
55695,Mezőkovácsházai Járás,1060,BE,Békés,99,HU,Hungary,46.40888,21.00318,Q14301645
55762,Nagyszénás,1060,BE,Békés,99,HU,Hungary,46.68333,20.66667,Q1090004
55796,Okány,1060,BE,Békés,99,HU,Hungary,46.9,21.35,Q1075972
55800,Orosháza,1060,BE,Békés,99,HU,Hungary,46.56667,20.66667,Q390796
55801,Orosházi Járás,1060,BE,Békés,99,HU,Hungary,46.56355,20.73357,Q14629781
55833,Pusztaföldvár,1060,BE,Békés,99,HU,Hungary,46.53333,20.8,Q1075542
55891,Sarkad,1060,BE,Békés,99,HU,Hungary,46.75,21.38333,Q188247
55892,Sarkadi Járás,1060,BE,Békés,99,HU,Hungary,46.86154,21.44875,Q14629787
55912,Szabadkígyós,1060,BE,Békés,99,HU,Hungary,46.61667,21.1,Q1076471
55921,Szarvas,1060,BE,Békés,99,HU,Hungary,46.86667,20.55,Q843014
55922,Szarvasi Járás,1060,BE,Békés,99,HU,Hungary,46.82891,20.63707,Q14629803
55927,Szeghalmi Járás,1060,BE,Békés,99,HU,Hungary,47,21.17,Q14629807
55928,Szeghalom,1060,BE,Békés,99,HU,Hungary,47.03333,21.16667,Q780731
56078,Tótkomlós,1060,BE,Békés,99,HU,Hungary,46.41667,20.73333,Q937008
56162,Újkígyós,1060,BE,Békés,99,HU,Hungary,46.58333,21.03333,Q223674
56117,Vésztő,1060,BE,Békés,99,HU,Hungary,46.91667,21.26667,Q855066
55170,Abaújszántó,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.28333,21.2,Q305749
55186,Alsózsolca,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.06982,20.88046,Q432888
55194,Arló,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.18333,20.26667,Q676021
55195,Arnót,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.13058,20.85832,Q697898
55196,Aszaló,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.21667,20.96667,Q668362
55235,Bekecs,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.15,21.18333,Q580673
55311,Bőcs,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.05,20.96667,Q223607
55252,Bogács,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.9,20.53333,Q579531
55254,Boldva,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.21667,20.8,Q833982
55258,Borsodnádasd,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.11667,20.25,Q246691
55321,Cigánd,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.25561,21.89195,Q846652
55322,Cigándi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.30338,21.87651,Q642533
55396,Edelény,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.3,20.73333,Q842925
55397,Edelényi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.40864,20.77506,Q987635
55404,Emőd,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.93333,20.81667,Q854923
55405,Encs,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.33333,21.13333,Q855060
55407,Encsi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.39948,21.08169,Q921237
55416,Farkaslyuk,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.18333,20.31667,Q610280
55426,Felsőzsolca,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.1,20.86667,Q368429
55448,Gesztely,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.1,20.96667,Q1007962
55477,Gönc,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.46667,21.28333,Q842967
55478,Gönci Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.39948,21.28307,Q15037608
55494,Halmaj,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.25,21,Q1006959
55498,Harsány,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.96667,20.75,Q1006728
55503,Hejőbába,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.9,20.95,Q1006944
55508,Hernádnémeti,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.06667,20.98333,Q259390
55532,Izsófalva,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.3,20.66667,Q124807
55540,Járdánháza,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.15,20.25,Q1006968
55569,Karcsa,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.3113,21.80537,Q1008016
55575,Kazincbarcika,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.25,20.63333,Q214942
55576,Kazincbarcikai Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.26371,20.57978,Q1043071
55718,Mád,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.19442,21.28208,Q1018357
55720,Mályi,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.01667,20.83333,Q250239
55686,Megyaszó,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.18333,21.05,Q1018346
55689,Mezőcsát,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.81667,20.91667,Q304803
55690,Mezőcsáti Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.79841,20.91693,Q14630100
55693,Mezőkeresztes,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.83333,20.7,Q966970
55696,Mezőkövesd,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.81667,20.58333,Q933638
55697,Mezőkövesdi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.84876,20.63623,Q14630116
55701,Mezőzombor,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.15,21.26667,Q1017840
55705,Miskolc,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.1,20.78333,Q102397
55706,Miskolci Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.08675,20.77353,Q14630137
55710,Monok,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.21102,21.15052,Q1019082
55737,Múcsony,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.26667,20.68333,Q1089706
55769,Nyékládháza,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.98333,20.83333,Q911567
55797,Olaszliszka,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.25,21.43333,Q1017864
55798,Onga,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.11667,20.91667,Q1184433
56151,Ónod,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48,20.91667,Q293081
56154,Ózd,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.21667,20.3,Q293558
56155,Ózdi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.18133,20.24874,Q265020
55832,Prügy,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.08333,21.25,Q368355
55837,Putnok,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.3,20.43333,Q911558
55838,Putnoki Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.33694,20.46384,Q14371286
55864,Ricse,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.32565,21.97069,Q586702
55867,Rudabánya,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.38333,20.63333,Q1008635
55882,Sajóbábony,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.16667,20.73333,Q1008708
55883,Sajókaza,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.28333,20.58333,Q1016519
55884,Sajólád,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.05,20.9,Q282953
55888,Sajóörös,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.95,21.03333,Q970031
55885,Sajószentpéter,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.21667,20.71667,Q855086
55886,Sajószöged,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.95,21,Q263570
55887,Sajóvámos,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.18171,20.83149,Q689099
55979,Sály,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.95,20.66667,Q607253
55986,Sárospatak,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.3245,21.57383,Q668318
55987,Sárospataki Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.29575,21.52716,Q853145
55994,Sátoraljaújhely,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.39492,21.65871,Q116417
55995,Sátoraljaújhelyi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.45898,21.54394,Q630821
55933,Szendrő,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.4,20.73333,Q590583
55941,Szentistván,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.76667,20.66667,Q248474
55948,Szerencs,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.15993,21.2097,Q854996
55949,Szerencsi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.14929,21.16865,Q633324
55958,Szikszó,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.2,20.93333,Q854913
55959,Szikszói Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.30032,20.95507,Q854336
55961,Szirmabesenyő,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.15,20.8,Q248566
56005,Taktaharkány,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.08333,21.13333,Q1089620
56006,Taktaszada,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.11667,21.18333,Q123719
56062,Tállya,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.23333,21.23333,Q304304
56012,Tarcal,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.13333,21.35,Q923050
56033,Tiszakarád,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.2,21.71667,Q572103
56034,Tiszakeszi,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.78333,21,Q368964
56038,Tiszalúc,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.03774,21.07261,Q239610
56048,Tiszaújváros,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.93333,21.08333,Q375097
56049,Tiszaújvárosi Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,47.92656,20.99321,Q853879
56050,Tokaj,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.11667,21.41667,Q582209
56051,Tokaji Járás,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.14014,21.37002,Q547193
56052,Tolcsva,1058,BZ,Borsod-Abaúj-Zemplén,99,HU,Hungary,48.28333,21.45,Q1008032
55263,Budapest,1064,BU,Budapest,99,HU,Hungary,47.49835,19.04045,Q1781
55264,Budapest I. kerület,1064,BU,Budapest,99,HU,Hungary,47.49705,19.03961,Q1094308
55265,Budapest II. kerület,1064,BU,Budapest,99,HU,Hungary,47.51984,19.02218,Q1068701
55266,Budapest III. kerület,1064,BU,Budapest,99,HU,Hungary,47.54157,19.04501,Q580770
55267,Budapest IV. kerület,1064,BU,Budapest,99,HU,Hungary,47.56182,19.08909,Q330195
55268,Budapest VI. kerület,1064,BU,Budapest,99,HU,Hungary,47.50369,19.06583,Q697679
55269,Budapest VIII. kerület,1064,BU,Budapest,99,HU,Hungary,47.48919,19.07012,Q597182
55270,Budapest X. kerület,1064,BU,Budapest,99,HU,Hungary,47.4791,19.15835,Q249498
55271,Budapest XI. kerület,1064,BU,Budapest,99,HU,Hungary,47.47603,19.03605,Q330026
55272,Budapest XII. kerület,1064,BU,Budapest,99,HU,Hungary,47.49192,19.01493,Q974038
55273,Budapest XIII. kerület,1064,BU,Budapest,99,HU,Hungary,47.52978,19.08068,Q851023
55274,Budapest XV. kerület,1064,BU,Budapest,99,HU,Hungary,47.56263,19.11681,Q858351
55275,Budapest XVI. kerület,1064,BU,Budapest,99,HU,Hungary,47.51482,19.17028,Q851040
55276,Budapest XVII. kerület,1064,BU,Budapest,99,HU,Hungary,47.47997,19.25388,Q851045
55277,Budapest XVIII. kerület,1064,BU,Budapest,99,HU,Hungary,47.44417,19.17595,Q11384977
55278,Budapest XX. kerület,1064,BU,Budapest,99,HU,Hungary,47.43674,19.10093,Q851057
55279,Budapest XXI. kerület,1064,BU,Budapest,99,HU,Hungary,47.43047,19.07098,Q613220
55280,Budapest XXII. kerület,1064,BU,Budapest,99,HU,Hungary,47.42698,19.04016,Q370152
55281,Budapest XXIII. kerület,1064,BU,Budapest,99,HU,Hungary,47.39788,19.11492,Q851062
55413,Erzsébetváros,1064,BU,Budapest,99,HU,Hungary,47.50207,19.07218,Q284541
55554,Józsefváros,1064,BU,Budapest,99,HU,Hungary,47.48938,19.07292,Q933597
55607,Kispest,1064,BU,Budapest,99,HU,Hungary,47.4515,19.14017,Q857943
